artist_name_ko,medium_category,support_category,has_depth,depth_cm,width_cm,height_cm,log_area,estimated_ho,orientation,price_krw_unified,ln_price_krw_unified
이재희,oil,canvas,1,4.8,324.6,130.3,10.65243313921129,155.45,landscape,9905640.0,16.108614849858803
이재희,acrylic,canvas,1,4.8,91.2,116.8,9.273517967474412,50.12,portrait,2439840.0,14.70744302134884
이재희,acrylic,canvas,1,4.8,32.0,32.0,6.931471805599453,5.21,square,1051560.0,13.865785333837897
이재희,mixed,panel,1,4.8,53.1,45.5,7.789889254204798,10.01,landscape,14697000.0,16.503153949288823
이재희,oil,canvas,1,4.8,161.3,48.5,8.9648297830746,38.54,landscape,2761380.0,14.831241112734984
이재희,oil,canvas,1,4.8,161.3,48.5,8.9648297830746,38.54,landscape,2761380.0,14.831241112734984
이재희,oil,canvas,1,4.8,161.3,129.8,9.949260789401151,99.18,landscape,4973520.0,15.41963839687948
유의김,oil,canvas,1,3.0,91.0,91.0,9.0217190130337,40.97,square,13881420.0,16.44606181328559
유의김,oil,canvas,1,3.0,72.5,91.0,8.794446068377479,29.96,portrait,11164200.0,16.228222788203787
유의김,oil,canvas,1,3.0,116.0,91.0,9.264449697623215,49.72,landscape,12323400.0,16.327010452021796
유의김,oil,canvas,1,2.5,80.3,100.0,8.990939806940807,40.0,portrait,10149900.0,16.132974411186787
유의김,oil,canvas,1,2.5,97.0,130.3,9.444550462634185,60.0,portrait,13054800.0,16.384666440197176
이재희,oil,canvas,1,4.8,45.5,35.3,7.381595289896156,7.44,landscape,1208880.0,14.005204869087642
임민이마,other,paper,1,0.3,45.0,30.0,7.2078598714324755,6.23,landscape,966000.0,13.780919113194654
임민이마,other,paper,1,0.3,42.9,32.0,7.224607728733698,6.34,landscape,966000.0,13.780919113194654
임민이마,other,paper,1,0.3,53.1,30.0,7.373374309910049,7.38,landscape,1400700.0,14.15248266962714
임민이마,other,paper,1,0.3,45.0,30.0,7.2078598714324755,6.23,landscape,1400700.0,14.15248266962714
임민이마,other,paper,1,0.3,53.1,30.0,7.373374309910049,7.38,landscape,1400700.0,14.15248266962714
임민이마,other,paper,1,0.3,45.0,30.0,7.2078598714324755,6.23,landscape,966000.0,13.780919113194654
임민이마,other,paper,1,0.3,42.9,32.0,7.224607728733698,6.34,landscape,966000.0,13.780919113194654
이숙희,acrylic,canvas,1,2.0,53.0,45.0,7.776954403322442,9.92,landscape,1614600.0,14.294597805943052
이숙희,acrylic,canvas,1,2.0,53.0,45.0,7.776954403322442,9.92,landscape,1614600.0,14.294597805943052
문흐므,oil,canvas,1,2.5,22.0,27.3,6.39792915554923,3.0,portrait,296700.0,12.600476806278913
임민이마,other,paper,1,0.3,41.9,55.9,7.758850207089146,9.8,portrait,1414500.0,14.16228666972376
문흐므,oil,canvas,1,2.5,45.5,45.5,7.63542465191381,9.01,square,774180.0,13.559559683673946
문흐므,oil,canvas,1,2.5,27.3,19.0,6.251325681357355,2.41,landscape,383640.0,12.857459891841888
문흐므,oil,canvas,1,2.5,40.9,27.3,7.01801676523967,5.48,landscape,528540.0,13.177873767331896
문흐므,oil,canvas,1,2.5,72.7,90.9,8.796101385722906,30.0,portrait,2101740.0,14.558276131046412
문흐므,oil,canvas,1,2.5,50.0,60.6,8.016317898503415,12.0,portrait,917700.0,13.729625818807104
문흐므,oil,canvas,1,2.5,40.9,27.3,7.01801676523967,5.48,landscape,528540.0,13.177873767331896
문흐므,oil,canvas,1,2.5,72.7,90.9,8.796101385722906,30.0,portrait,2101740.0,14.558276131046412
문흐므,oil,canvas,1,2.5,45.5,45.5,7.63542465191381,9.01,square,774180.0,13.559559683673946
임민이마,other,paper,1,0.3,53.1,30.0,7.373374309910049,7.38,landscape,966000.0,13.780919113194654
최학윤,acrylic,canvas,1,2.5,49.8,49.8,7.816029968061215,10.22,square,903900.0,13.714474013786502
임민이마,other,paper,1,0.3,45.0,30.0,7.2078598714324755,6.23,landscape,1400700.0,14.15248266962714
이숙희,acrylic,canvas,1,2.7,116.0,91.0,9.264449697623215,49.72,landscape,5444100.0,15.510043011431224
이숙희,acrylic,canvas,1,2.0,45.0,45.0,7.613324979540639,8.87,square,1491780.0,14.215480595790458
최학윤,acrylic,canvas,1,3.0,130.0,97.0,9.442245428958966,59.86,landscape,4127580.0,15.233201836781198
최학윤,acrylic,canvas,1,3.0,97.0,130.0,9.442245428958966,59.86,portrait,4127580.0,15.233201836781198
최학윤,acrylic,canvas,1,3.0,97.0,130.0,9.442245428958966,59.86,portrait,4127580.0,15.233201836781198
안종우,ink,paper,1,4.0,60.0,25.0,7.313220387090301,6.94,landscape,1832640.0,14.421268108187627
이몽,other,canvas,1,2.6,73.0,91.0,8.80131894766524,30.24,portrait,1796760.0,14.401495600919764
윤창우,ink,paper,1,2.0,32.0,25.0,6.684611727667927,3.96,landscape,414000.0,12.933621252807452
윤창우,pencil,paper,1,1.0,29.7,42.0,7.128816664092022,5.85,portrait,414000.0,12.933621252807452
유의김,oil,canvas,1,3.0,112.1,145.5,9.69956741668966,80.0,portrait,13779300.0,16.438678024001167
유의김,oil,canvas,1,3.0,91.0,116.8,9.271322576910975,50.0,portrait,11598900.0,16.266420823993965
정미진,other,panel,1,2.5,90.9,90.9,9.019520002366866,40.9,square,7272600.0,15.799624419686658
정미진,other,panel,1,2.5,90.9,90.9,9.019520002366866,40.9,square,7272600.0,15.799624419686658
정미진,other,panel,1,2.5,53.1,45.5,7.789889254204798,10.01,landscape,1397940.0,14.150510282399932
정미진,other,panel,1,2.5,45.5,53.1,7.789889254204798,10.01,portrait,1397940.0,14.150510282399932
정미진,other,panel,1,2.5,60.7,60.7,8.211887396130905,16.23,square,2960100.0,14.900733609513368
정미진,other,panel,1,2.5,37.8,45.5,7.450021428582446,7.98,portrait,1179900.0,13.98094024708801
정미진,other,panel,1,2.5,37.8,45.5,7.450021428582446,7.98,portrait,1179900.0,13.98094024708801
정미진,other,panel,1,2.5,60.7,72.6,8.390908619896203,20.01,portrait,3118800.0,14.952958870417582
이숙희,acrylic,canvas,1,2.0,73.0,61.0,8.401333305321703,20.29,landscape,2670300.0,14.797701383615133
정미진,other,panel,1,2.5,90.9,90.9,9.019520002366866,40.9,square,7272600.0,15.799624419686658
정미진,other,panel,1,2.5,60.7,60.7,8.211887396130905,16.23,square,2960100.0,14.900733609513368
정미진,other,panel,1,2.5,60.7,60.7,8.211887396130905,16.23,square,2960100.0,14.900733609513368
유의김,oil,canvas,1,5.0,162.0,130.0,9.955130785687968,99.69,landscape,7334700.0,15.808127068927298
이숙희,acrylic,canvas,1,2.01,60.6,72.69,8.390498716571813,20.0,portrait,3118800.0,14.952958870417582
이숙희,acrylic,canvas,1,2.01,53.01,45.49,7.787973096581627,10.0,landscape,1469700.0,14.200568856294776
유의김,oil,canvas,1,5.0,80.0,120.0,9.169518377455928,46.04,portrait,10750200.0,16.190434917016045
윤창우,oil,canvas,1,2.0,45.5,53.0,7.788004239509027,10.0,portrait,972900.0,13.78803658096352
유의김,oil,canvas,1,4.0,130.3,193.9,10.137182046379406,120.0,portrait,23197800.0,16.959568004553912
정미진,other,panel,1,1.8,45.5,53.1,7.789889254204798,10.01,portrait,1397940.0,14.150510282399932
정미진,ink,panel,1,1.8,45.5,45.5,7.63542465191381,9.01,square,1339980.0,14.108165246442574
정미진,other,panel,1,1.8,45.5,53.1,7.789889254204798,10.01,portrait,1397940.0,14.150510282399932
문경의,oil,canvas,1,5.1,162.1,130.3,9.95805291287243,99.95,landscape,14724600.0,16.50503012244705
정재호,oil,linen,1,3.0,61.0,73.0,8.401333305321703,20.29,portrait,6016800.0,15.61006611449433
정재호,oil,linen,1,3.0,61.0,73.0,8.401333305321703,20.29,portrait,6016800.0,15.61006611449433
고진이,oil,canvas,1,2.5,24.0,33.2,6.6806037062703885,3.94,portrait,877680.0,13.685037341491372
이몽,oil,canvas,1,3.8,194.0,97.0,9.842569137566713,90.4,landscape,6648840.0,15.709952961326069
윤창우,oil,canvas,1,2.0,45.0,53.0,7.776954403322442,9.92,portrait,890100.0,13.699089094947023
윤창우,oil,canvas,1,2.0,30.0,41.0,7.114769448366463,5.8,portrait,414000.0,12.933621252807452
윤창우,oil,canvas,1,3.0,72.0,60.0,8.371010681238156,19.55,landscape,1669800.0,14.328214416742036
윤창우,oil,other,1,3.0,30.0,60.0,7.495541943884256,8.22,portrait,890100.0,13.699089094947023
윤창우,oil,other,1,3.0,30.0,60.0,7.495541943884256,8.22,portrait,890100.0,13.699089094947023
윤창우,oil,other,1,3.0,45.0,53.0,7.776954403322442,9.92,portrait,931500.0,13.74455146902378
이해량,oil,canvas,1,3.0,162.2,130.3,9.958669625812112,100.0,landscape,6486000.0,15.6851565658494
유의김,oil,linen,1,2.5,72.7,90.9,8.796101385722906,30.0,portrait,8321400.0,15.93434106787248
유의김,acrylic,canvas,1,2.0,33.4,24.2,6.694908533145296,4.0,landscape,3726000.0,15.13084583014367
김민재,acrylic,canvas,1,2.5,45.5,53.1,7.789889254204798,10.01,portrait,528540.0,13.177873767331896
정미진,other,panel,1,1.8,40.9,53.1,7.683306991296649,9.3,portrait,1295820.0,14.074654257359514
정미진,other,panel,1,1.8,45.5,53.1,7.789889254204798,10.01,portrait,1397940.0,14.150510282399932
유의김,pencil,paper,1,5.0,46.0,36.0,7.412160334945205,7.68,landscape,3629400.0,15.10457790332306
유의김,oil,canvas,1,3.0,72.0,60.0,8.371010681238156,19.55,landscape,2980800.0,14.90770227882946
이숙희,acrylic,canvas,1,2.01,53.01,45.49,7.787973096581627,10.0,landscape,1407600.0,14.157396684429568
이숙희,oil,canvas,1,2.01,53.01,45.49,7.787973096581627,10.0,landscape,1407600.0,14.157396684429568
유의김,oil,canvas,1,5.0,130.0,97.0,9.442245428958966,59.86,landscape,14531400.0,16.49182238327927
유의김,oil,canvas,1,4.0,72.0,60.0,8.371010681238156,19.55,landscape,3036000.0,14.926051417497655
유의김,oil,canvas,1,4.0,162.0,130.0,9.955130785687968,99.69,landscape,5161200.0,15.456679668559827
이숙희,acrylic,canvas,1,4.0,60.6,72.7,8.390636277614743,20.0,portrait,1932000.0,14.4740662937546
이숙희,acrylic,canvas,1,3.0,91.01,72.01,8.78777438885004,29.8,landscape,1945800.0,14.481183761523464
유의김,oil,canvas,1,5.0,26.0,18.0,6.148468295917647,2.04,landscape,814200.0,13.609961315051017
유의김,oil,canvas,1,5.0,193.0,130.0,10.130224639360469,119.15,landscape,9439200.0,16.060381788767845
이숙희,acrylic,canvas,1,1.78,50.8,78.74,8.294047640100027,17.88,portrait,2980800.0,14.90770227882946
유의김,oil,canvas,1,4.0,116.7,91.0,9.27046604580936,49.96,landscape,6665400.0,15.712440524797868
유의김,oil,canvas,1,10.0,195.0,210.0,10.620107089281216,149.3,square,15966600.0,16.586009598338972
유의김,oil,other,1,1.0,15.0,25.0,5.926926025970411,1.16,portrait,2311500.0,14.653407222410417
이숙희,acrylic,canvas,1,3.05,50.8,78.74,8.294047640100027,17.88,portrait,2394300.0,14.68860147053221
이숙희,acrylic,canvas,1,3.05,50.8,78.74,8.294047640100027,17.88,portrait,2290800.0,14.64441165950184
이숙희,acrylic,canvas,1,2.54,88.9,114.3,9.226338713320624,48.2,portrait,3118800.0,14.952958870417582
이숙희,acrylic,canvas,1,2.03,32.77,23.88,6.662554751235125,3.88,landscape,455400.0,13.028931432611776
유의김,oil,canvas,1,5.0,136.0,190.0,10.15967895789654,121.07,portrait,14738400.0,16.505966890665437
문승연,acrylic,canvas,1,4.83,90.93,90.93,9.020179959475644,40.92,square,5589000.0,15.536310938251836
문승연,acrylic,canvas,1,4.83,90.93,90.93,9.020179959475644,40.92,square,6072000.0,15.619198598057602
문승연,acrylic,canvas,1,4.83,116.79,80.29,9.146022530487066,45.18,landscape,5975400.0,15.603161599147786
문승연,acrylic,canvas,1,4.83,90.93,90.93,9.020179959475644,40.92,square,5934000.0,15.596209079832905
문승연,acrylic,canvas,1,4.83,60.58,60.58,8.207929611198182,16.15,square,2573700.0,14.760855110229166
양앨리스혜륭,oil,canvas,1,3.05,162.56,111.76,9.807400879338823,87.7,landscape,7521000.0,15.83320966580854
핵사곤갤러리,oil,paper,1,2.0,35.0,108.0,8.237479288613633,16.73,portrait,3698400.0,15.123410851656152
유의김,pencil,paper,1,0.2,31.0,31.0,6.8679744089702925,5.03,square,814200.0,13.609961315051017
유의김,oil,canvas,1,5.0,139.0,163.0,10.028224133937456,107.37,portrait,12861600.0,16.369756685830886
이채,oil,canvas,1,3.0,79.5,59.5,8.46173333421187,21.97,landscape,1497300.0,14.21917404412581
윤창우,oil,canvas,1,4.0,97.0,130.0,9.442245428958966,59.86,portrait,1324800.0,14.096772062613132
정재호,oil,paper,1,4.0,32.0,45.0,7.272398392570047,6.66,portrait,2339100.0,14.6652767979658
김기섭,acrylic,canvas,1,2.0,45.0,53.0,7.776954403322442,9.92,portrait,1131600.0,13.939143118409548
김기섭,acrylic,canvas,1,2.5,72.7,91.0,8.797200891056324,30.05,portrait,3187800.0,14.97484158166709
김기섭,acrylic,canvas,1,2.5,72.7,91.0,8.797200891056324,30.05,portrait,3187800.0,14.97484158166709
김기섭,acrylic,canvas,1,3.0,91.0,116.8,9.271322576910975,50.0,portrait,4788600.0,15.381748651092154
김기섭,acrylic,canvas,1,2.5,72.7,91.0,8.797200891056324,30.05,portrait,3187800.0,14.97484158166709
이채,oil,canvas,1,2.5,38.0,38.0,7.275172319452771,6.68,square,538200.0,13.195985517274943
이채,oil,canvas,1,2.5,47.5,86.0,8.315077007294104,18.32,portrait,883200.0,13.691306954504968
김기섭,acrylic,canvas,1,3.0,91.0,116.8,9.271322576910975,50.0,portrait,4788600.0,15.381748651092154
이두한,oil,canvas,1,2.03,52.83,45.47,7.784131979013144,9.97,landscape,1179900.0,13.98094024708801
김기섭,acrylic,canvas,1,3.0,72.7,91.0,8.797200891056324,30.05,portrait,3187800.0,14.97484158166709
유의김,oil,canvas,1,4.0,130.3,97.0,9.444550462634185,60.0,landscape,11564400.0,16.26344197162738
유의김,oil,canvas,1,4.0,112.1,145.5,9.69956741668966,80.0,portrait,12351000.0,16.329247589420152
문흐므,oil,canvas,1,2.0,24.2,40.9,6.897482696211397,5.11,portrait,387780.0,12.868193447484996
문흐므,oil,canvas,1,2.0,50.0,60.6,8.016317898503415,12.0,portrait,720360.0,13.48750636603389
최학윤,acrylic,canvas,1,5.1,82.3,130.8,9.284040546706125,50.68,portrait,6016800.0,15.61006611449433
최학윤,acrylic,canvas,1,5.1,30.5,40.6,7.121494750221053,5.82,portrait,855600.0,13.659558256190389
최학윤,acrylic,canvas,1,5.1,33.0,22.9,6.627644472026674,3.75,landscape,600300.0,13.305184809239934
문흐므,oil,canvas,1,2.5,72.7,90.9,8.796101385722906,30.0,portrait,1544220.0,14.250029486463175
유의김,oil,canvas,1,4.0,91.0,117.0,9.273033441314606,50.09,portrait,11812800.0,16.28469424728704
유의김,oil,canvas,1,3.0,50.0,60.3,8.011355109161286,11.95,portrait,5768400.0,15.567905303670052
유의김,oil,canvas,1,3.0,53.0,65.0,8.144679183447758,14.96,portrait,6044400.0,15.61464278152174
유의김,oil,canvas,1,4.0,116.8,72.7,9.0468044549336,41.78,landscape,14296800.0,16.475546293964726
유의김,oil,canvas,1,2.0,24.0,33.0,6.674561391814426,3.92,portrait,1628400.0,14.30310849561096
유의김,oil,canvas,1,2.0,33.0,24.0,6.674561391814426,3.92,landscape,1628400.0,14.30310849561096
유의김,oil,canvas,1,2.0,33.0,24.0,6.674561391814426,3.92,landscape,1628400.0,14.30310849561096
문흐므,oil,canvas,1,2.0,22.0,27.3,6.39792915554923,3.0,portrait,276000.0,12.528156144699286
이숙희,acrylic,canvas,1,4.0,116.0,91.0,9.264449697623215,49.72,landscape,5147400.0,15.454002290789113
유의김,oil,canvas,1,3.0,91.0,117.0,9.273033441314606,50.09,portrait,14310600.0,16.476511079374824
문흐므,oil,canvas,1,2.5,50.0,60.6,8.016317898503415,12.0,portrait,966000.0,13.780919113194654
문흐므,oil,canvas,1,2.5,72.7,90.9,8.796101385722906,30.0,portrait,2166600.0,14.588669676493604
문흐므,oil,canvas,1,2.5,45.5,45.5,7.63542465191381,9.01,square,1104000.0,13.914450505819175
이재희,oil,canvas,1,4.8,224.5,162.3,10.503322181702854,140.87,landscape,9646200.0,16.082074613379106
문흐므,oil,canvas,1,2.5,27.3,19.0,6.251325681357355,2.41,landscape,354660.0,12.77891486304647
문흐므,oil,canvas,1,2.5,50.0,60.6,8.016317898503415,12.0,portrait,917700.0,13.729625818807104
주민경,oil,canvas,1,1.5,45.5,52.8,7.784223516669121,9.97,portrait,1821600.0,14.415225793731668
주민경,oil,canvas,1,1.8,33.3,53.1,7.477734325234291,8.13,portrait,1117800.0,13.926873025817734
최학윤,acrylic,canvas,1,3.0,130.0,161.8,9.953895455079971,99.58,portrait,7126320.0,15.779305530117783
최학윤,acrylic,canvas,1,3.0,72.0,90.5,8.782015969721936,29.67,portrait,1304100.0,14.081023705644991
유의김,oil,canvas,1,3.0,72.5,91.0,8.794446068377479,29.96,portrait,7307100.0,15.804357036186758
유의김,oil,canvas,1,3.0,91.0,116.8,9.271322576910975,50.0,portrait,11888700.0,16.291098927113282
정미진,other,panel,1,2.5,40.9,31.7,7.167446743931991,5.99,landscape,1021200.0,13.836488964349464
정미진,other,panel,1,2.5,45.5,53.1,7.789889254204798,10.01,portrait,1397940.0,14.150510282399932
정미진,other,panel,1,2.5,27.2,27.2,6.606433946603903,3.67,square,761760.0,13.543386824428346
이숙희,acrylic,canvas,1,1.9,73.0,61.0,8.401333305321703,20.29,landscape,487140.0,13.096306835084548
이숙희,acrylic,canvas,1,1.9,25.6,17.9,6.127393064332226,1.97,landscape,314640.0,12.659184407105691
정미진,other,panel,1,1.8,24.1,24.1,6.364423680993219,2.86,square,616860.0,13.332397372764818
유의김,oil,canvas,1,2.0,24.0,24.0,6.3561076606958915,2.82,square,648600.0,13.382571472855355
문승연,acrylic,canvas,1,4.83,60.58,60.58,8.207929611198182,16.15,square,2565420.0,14.757632765872694
문승연,acrylic,canvas,1,4.83,90.93,90.93,9.020179959475644,40.92,square,5589000.0,15.536310938251836
문승연,acrylic,canvas,1,4.83,60.58,60.58,8.207929611198182,16.15,square,2572320.0,14.760318773396786
문승연,acrylic,canvas,1,2.29,79.98,101.07,8.997589949505244,40.21,portrait,2801400.0,14.845629850187084
문승연,acrylic,canvas,1,5.0,91.0,91.0,9.0217190130337,40.97,square,5947800.0,15.598531961249044
최현그석,acrylic,paper,1,8.0,112.0,145.5,9.698674957906642,79.92,portrait,4940400.0,15.412956857545996
최현그석,acrylic,paper,1,8.0,145.0,112.0,9.69523261371567,79.62,landscape,4940400.0,15.412956857545996
문승연,acrylic,canvas,1,8.0,105.0,105.0,9.307920700315046,51.97,square,11495400.0,16.25745751331214
변경희,acrylic,canvas,1,2.8,162.2,112.0,9.807329012976409,87.69,landscape,10557000.0,16.17229970497183
문승연,acrylic,canvas,1,4.0,60.0,68.0,8.313852267398207,18.3,portrait,5299200.0,15.483066423733025
문승연,acrylic,canvas,1,5.0,54.0,35.0,7.544332108053688,8.48,landscape,2539200.0,14.747359628754282
문승연,acrylic,canvas,1,8.0,62.0,72.0,8.403800504061147,20.36,portrait,4069620.0,15.219060186966528
문승연,acrylic,canvas,1,8.0,62.0,62.0,8.254268770090183,17.06,square,5147400.0,15.454002290789113
문승연,acrylic,canvas,1,4.0,80.3,80.3,8.771539241905431,29.42,square,4209000.0,15.252735647752708
문승연,acrylic,canvas,1,4.0,72.0,72.0,8.55333223803211,24.74,square,3201600.0,14.979161242811609
문승연,acrylic,canvas,1,4.0,80.3,80.3,8.771539241905431,29.42,square,4830000.0,15.390357025628756
최현그석,oil,canvas,1,5.0,72.0,90.0,8.776475789346321,29.53,portrait,1752600.0,14.376610957603887
최현그석,acrylic,paper,1,5.0,20.0,27.0,6.29156913955832,2.56,portrait,1090200.0,13.901871723612318
변경희,acrylic,canvas,1,2.0,91.0,53.0,8.481151420068972,22.54,landscape,2898000.0,14.879531401862764
정미진,other,panel,1,1.8,22.1,22.1,6.191155217047414,2.19,square,558900.0,13.233725845257789
윤창우,ink,paper,1,2.0,18.0,37.0,6.501289670540389,3.31,portrait,262200.0,12.476862850311736
윤창우,ink,paper,1,2.0,24.0,37.0,6.78897174299217,4.56,portrait,483000.0,13.087771932634707
문승연,acrylic,canvas,1,4.0,80.0,92.0,8.903815211722922,35.29,portrait,6306600.0,15.6571072620395
최현그석,oil,paper,1,7.0,130.0,160.0,9.94270826568941,98.61,portrait,9480600.0,16.064758163367646
유의김,oil,canvas,1,2.0,45.5,38.0,7.455298485683291,8.01,landscape,5671800.0,15.551017085641533
신진식,other,paper,0,0.0,20.0,20.0,5.991464547107982,1.4,square,786600.0,13.575475138979844
이재희,oil,canvas,1,4.8,224.5,162.3,10.503322181702854,140.87,landscape,9190800.0,16.033713541685685
양대현,other,paper,1,2.54,60.96,40.64,7.814970714648617,10.21,landscape,1393800.0,14.147544387986557
양대현,other,paper,1,2.54,60.96,40.64,7.814970714648617,10.21,landscape,1393800.0,14.147544387986557
양대현,other,paper,1,2.54,60.96,40.64,7.814970714648617,10.21,landscape,1393800.0,14.147544387986557
양대현,other,paper,1,2.54,60.96,40.64,7.814970714648617,10.21,landscape,1393800.0,14.147544387986557
양대현,other,paper,1,2.54,60.96,40.64,7.814970714648617,10.21,landscape,1393800.0,14.147544387986557
